date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:30:36	38553/38553	---M--	200	added ('OK')	image/jpeg	etag:%22992a94-9699-46eaabcceae80%22	http://www.harvesting-evidence.org/uploads/media/Service_delivery.jpg	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/UPLOADS/MEDIA/SERVICE_DELIVERY.JPG	(from )
15:30:37	12611/12611	---M--	200	added ('OK')	text/html	etag:%22a448f75a4b72c34507cd084f09432915%22	http://www.harvesting-evidence.org/meta-navigation/contact.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/META_NAVIGATION/CONTACT.HTM	(from )
15:30:38	126127/126127	---M--	200	added ('OK')	application/javascript	etag:%2298a0f1-1ecaf-4639a458fad80%22	http://www.harvesting-evidence.org/typo3/contrib/prototype/prototype.js	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/TYPO3/CONTRIB/PROTOTYPE/PROTOTYPE.JS	(from )
15:30:40	20187/20187	---M--	200	added ('OK')	text/html	etag:%22ec786da8d6d551935633a0d800cf316f%22	http://www.harvesting-evidence.org/meta-navigation/sitemap-topics.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/META_NAVIGATION/SITEMAP_TOPICS.HTM	(from )
15:30:42	12329/12329	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Aug%202009%2013:30:46%20GMT	http://www.harvesting-evidence.org/search.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/SEARCH.HTM	(from )
15:30:42	10816/10816	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Aug%202009%2013:30:48%20GMT	http://www.harvesting-evidence.org/en.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/EN.HTM	(from )
15:30:42	9916/9916	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Aug%202009%2013:30:48%20GMT	http://www.harvesting-evidence.org/fr.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/FR.HTM	(from )
15:30:43	9853/9853	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Aug%202009%2013:30:48%20GMT	http://www.harvesting-evidence.org/es.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/ES.HTM	(from )
15:30:44	9909/9909	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Aug%202009%2013:30:49%20GMT	http://www.harvesting-evidence.org/pt.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/PT.HTM	(from )
15:30:45	9998/9998	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Aug%202009%2013:30:50%20GMT	http://www.harvesting-evidence.org/ru.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/RU.HTM	(from )
15:30:47	10232/10232	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Aug%202009%2013:30:51%20GMT	http://www.harvesting-evidence.org/print.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/PRINT.HTM	(from )
15:30:49	12508/12508	---M--	200	added ('OK')	text/html	date:Fri,%2028%20Aug%202009%2013:30:53%20GMT	http://www.harvesting-evidence.org/meta-navigation/login.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/META_NAVIGATION/LOGIN.HTM	(from )
15:30:55	71766/71766	---M--	200	added ('OK')	text/html	etag:%22662d7d4f5ebb4d439387e29ec9f2c911%22	http://www.harvesting-evidence.org/meta-navigation/help-about-us.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/META_NAVIGATION/HELP_ABOUT_US.HTM	(from )
15:30:55	17052/17052	---M--	200	added ('OK')	text/html	etag:%22695586bed1821df86a499e773868c62b%22	http://www.harvesting-evidence.org/service-delivery.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/SERVICE_DELIVERY.HTM	(from )
15:31:01	17423/17423	---M--	200	added ('OK')	text/html	etag:%2270f031abf2d0de18e711244426382bcc%22	http://www.harvesting-evidence.org/health-workforce.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/HEALTH_WORKFORCE.HTM	(from )
15:31:08	17065/17065	---M--	200	added ('OK')	text/html	etag:%2207627867e5da09e05df1b40ecfc6a24e%22	http://www.harvesting-evidence.org/health-information.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/HEALTH_INFORMATION.HTM	(from )
15:31:08	18118/18118	---M--	200	added ('OK')	text/html	etag:%2258aba4ce23d671e70e6418a35b2a8f3f%22	http://www.harvesting-evidence.org/finances.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/FINANCES.HTM	(from )
15:31:14	17292/17292	---M--	200	added ('OK')	text/html	etag:%2248d100f8352a16b7650fa7bacd435b55%22	http://www.harvesting-evidence.org/community-demand.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/COMMUNITY_DEMAND.HTM	(from )
15:31:14	1862/1862	---M--	200	added ('OK')	text/css	etag:%229888c5-746-46ab9ae7156c0%22	http://www.harvesting-evidence.org/fileadmin/template/css/custom/ctarea.css	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/FILEADMIN/TEMPLATE/CSS/CUSTOM/CTAREA.CSS	(from http://www.harvesting-evidence.org/)
15:31:14	4500/4500	---M--	200	added ('OK')	application/javascript	etag:%2298c82f-1194-46e939f7f2380%22	http://www.harvesting-evidence.org/typo3conf/ext/cabag_patch/typo3_versions/4.2.6/jsfunc.validateform.js	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/TYPO3CONF/EXT/CABAG_PATCH/TYPO3_VERSIONS/4_2_6/JSFUNC_VALIDATEFORM.JS	(from http://www.harvesting-evidence.org/)
15:31:15	12611/12611	---M--	200	added ('OK')	text/html	etag:%22a448f75a4b72c34507cd084f09432915%22	http://www.harvesting-evidence.org/en/meta-navigation/contact.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/EN/META_NAVIGATION/CONTACT.HTM	(from http://www.harvesting-evidence.org/)
15:31:17	12064/12064	---M--	200	added ('OK')	text/html	etag:%223304db7a25954e7cf2596f92a28858c8%22	http://www.harvesting-evidence.org/meta-navigation/contact/print.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/META_NAVIGATION/CONTACT/PRINT.HTM	(from http://www.harvesting-evidence.org/)
15:31:17	20187/20187	---M--	200	added ('OK')	text/html	etag:%22ec786da8d6d551935633a0d800cf316f%22	http://www.harvesting-evidence.org/en/meta-navigation/sitemap-topics.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/EN/META_NAVIGATION/SITEMAP_TOPICS.HTM	(from http://www.harvesting-evidence.org/)
15:31:19	20272/20272	---M--	200	added ('OK')	text/html	etag:%22fefea8286c625f074cb7efb9aab41033%22	http://www.harvesting-evidence.org/fr/meta-navigation/plan-du-site.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/FR/META_NAVIGATION/PLAN_DU_SITE.HTM	(from http://www.harvesting-evidence.org/)
15:31:20	19773/19773	---M--	200	added ('OK')	text/html	etag:%2253683a26f923912f564153f2ebf5d586%22	http://www.harvesting-evidence.org/es/meta-navigation/mapa.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/ES/META_NAVIGATION/MAPA.HTM	(from http://www.harvesting-evidence.org/)
15:31:21	20160/20160	---M--	200	added ('OK')	text/html	etag:%22bfb6d81f061e6fafaaf7f965256a00c5%22	http://www.harvesting-evidence.org/pt/meta-navigation/pt-sitemap.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/PT/META_NAVIGATION/PT_SITEMAP.HTM	(from http://www.harvesting-evidence.org/)
15:31:23	20297/20297	---M--	200	added ('OK')	text/html	etag:%2251fa06237f8664b359571c1659a8fe6a%22	http://www.harvesting-evidence.org/ru/meta-navigation/karta-saita.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/RU/META_NAVIGATION/KARTA_SAITA.HTM	(from http://www.harvesting-evidence.org/)
15:31:25	19615/19615	---M--	200	added ('OK')	text/html	etag:%223600432be71e2b47fe174bccb6e948c5%22	http://www.harvesting-evidence.org/meta-navigation/sitemap-topics/print.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/META_NAVIGATION/SITEMAP_TOPICS/PRINT.HTM	(from http://www.harvesting-evidence.org/)
15:31:31	17346/17346	---M--	200	added ('OK')	text/html	etag:%22daea8819e06aef526bddf403cc0a316e%22	http://www.harvesting-evidence.org/service-delivery/tailoring-delivery-of-immunisation-to-improve-coverage.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/SERVICE_DELIVERY/TAILORING_DELIVERY_OF_IMMUNISAT.HTM	(from http://www.harvesting-evidence.org/)
15:31:39	26321/26321	---M--	200	added ('OK')	text/html	etag:%2252eaefb17d5e83c83e496c9edc681056%22	http://www.harvesting-evidence.org/service-delivery/tailoring-delivery-of-immunisation-to-improve-coverage/reviews.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/SERVICE_DELIVERY/TAILORING_DELIVERY_OF_IMMUNISAT/REVIEWS.HTM	(from http://www.harvesting-evidence.org/)
15:31:46	25923/25923	---M--	200	added ('OK')	text/html	etag:%227d48ec9adf0d6633b9888b25acce181f%22	http://www.harvesting-evidence.org/service-delivery/tailoring-delivery-of-immunisation-to-improve-coverage/reviews/studies.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/SERVICE_DELIVERY/TAILORING_DELIVERY_OF_IMMUNISAT/REVIEWS/STUDIES.HTM	(from http://www.harvesting-evidence.org/)
15:31:52	15664/15664	---M--	200	added ('OK')	text/html	etag:%225397d3263009a00c1d14823896ff26be%22	http://www.harvesting-evidence.org/service-delivery/for-profit-private-sector-and-social-marketing.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/SERVICE_DELIVERY/FOR_PROFIT_PRIVATE_SECTOR_AND_S.HTM	(from http://www.harvesting-evidence.org/)
15:32:00	22008/22008	---M--	200	added ('OK')	text/html	etag:%22d923376066c039d0154e81f97be3022b%22	http://www.harvesting-evidence.org/service-delivery/for-profit-formal-and-informal-private-sector-delivering-interventions/reviews.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/SERVICE_DELIVERY/FOR_PROFIT_FORMAL_AND_INFORMAL_/REVIEWS.HTM	(from http://www.harvesting-evidence.org/)
15:32:07	20543/20543	---M--	200	added ('OK')	text/html	etag:%22b7bb44a65a0f27ee0abfbab23b43d156%22	http://www.harvesting-evidence.org/service-delivery/for-profit-private-sector-and-social-marketing/reviews/studies.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/SERVICE_DELIVERY/FOR_PROFIT_PRIVATE_SECTOR_AND_S/REVIEWS/STUDIES.HTM	(from http://www.harvesting-evidence.org/)
15:32:13	15606/15606	---M--	200	added ('OK')	text/html	etag:%2205702dffe32d4d4180d77cc29fe04eeb%22	http://www.harvesting-evidence.org/health-workforce/professional-health-workers-capacity-and-skills.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/HEALTH_WORKFORCE/PROFESSIONAL_HEALTH_WORKERS_CAP.HTM	(from http://www.harvesting-evidence.org/)
15:32:20	27649/27649	---M--	200	added ('OK')	text/html	etag:%22e53ad2875777633f546a64fb32c800e3%22	http://www.harvesting-evidence.org/health-workforce/capacity-of-health-workforce/reviews.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/HEALTH_WORKFORCE/CAPACITY_OF_HEALTH_WORKFORCE/REVIEWS.HTM	(from http://www.harvesting-evidence.org/)
15:32:28	24489/24489	---M--	200	added ('OK')	text/html	etag:%223834f35b58ec0ece0a513929c413d276%22	http://www.harvesting-evidence.org/health-workforce/professional-health-workers-capacity-and-skills/reviews/studies.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/HEALTH_WORKFORCE/PROFESSIONAL_HEALTH_WORKERS_CAP/REVIEWS/STUDIES.HTM	(from http://www.harvesting-evidence.org/)
15:32:28	16416/16416	---M--	200	added ('OK')	text/html	etag:%22f7bd6c482c4326913e81242cda0961ff%22	http://www.harvesting-evidence.org/health-workforce/lay-health-workers-lhw-delivering-health-care.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/HEALTH_WORKFORCE/LAY_HEALTH_WORKERS_LHW_DELIVERI.HTM	(from http://www.harvesting-evidence.org/)
15:32:36	25478/25478	---M--	200	added ('OK')	text/html	etag:%221bb07d74f23a93a15a44623f4ada293b%22	http://www.harvesting-evidence.org/health-workforce/lay-health-workers-lhw-delivering-health-care/reviews.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/HEALTH_WORKFORCE/LAY_HEALTH_WORKERS_LHW_DELIVERI/REVIEWS.HTM	(from http://www.harvesting-evidence.org/)
15:32:42	22495/22495	---M--	200	added ('OK')	text/html	etag:%22d08b4693cc3262b4d7b437b060f7f732%22	http://www.harvesting-evidence.org/health-workforce/lay-health-workers-lhw-delivering-health-care/reviews/studies.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/HEALTH_WORKFORCE/LAY_HEALTH_WORKERS_LHW_DELIVERI/REVIEWS/STUDIES.HTM	(from http://www.harvesting-evidence.org/)
15:32:56	24552/24552	---M--	200	added ('OK')	text/html	etag:%223f0f3b46ccd394f2bb18f43acbfd127f%22	http://www.harvesting-evidence.org/global-health-databases.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/GLOBAL_HEALTH_DATABASES.HTM	(from http://www.harvesting-evidence.org/)
15:32:57	13436/13436	---M--	200	added ('OK')	text/html	etag:%228256899d5afdb65af73526c7cae2c054%22	http://www.harvesting-evidence.org/world-health-databases/databases.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/DATABASES.HTM	(from http://www.harvesting-evidence.org/)
15:33:01	18363/18363	---M--	200	added ('OK')	text/html	etag:%2255845f50a15d81624c856e1b0f56dcad%22	http://www.harvesting-evidence.org/world-health-databases/databases/who.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/DATABASES/WHO.HTM	(from http://www.harvesting-evidence.org/)
15:33:03	11998/11998	---M--	200	added ('OK')	text/html	etag:%22dacd9ba65b238d6a599c66bc707ed7ea%22	http://www.harvesting-evidence.org/world-health-databases/databases/united-nations.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/DATABASES/UNITED_NATIONS.HTM	(from http://www.harvesting-evidence.org/)
15:33:05	12254/12254	---M--	200	added ('OK')	text/html	etag:%229184a9db24021bb62f57f0b616f93a14%22	http://www.harvesting-evidence.org/world-health-databases/databases/world-bank.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/DATABASES/WORLD_BANK.HTM	(from http://www.harvesting-evidence.org/)
15:33:06	11717/11717	---M--	200	added ('OK')	text/html	etag:%224dca040f26f1ff7bd8c6c4d460c7fc76%22	http://www.harvesting-evidence.org/world-health-databases/databases/unicef.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/DATABASES/UNICEF.HTM	(from http://www.harvesting-evidence.org/)
15:33:08	11093/11093	---M--	200	added ('OK')	text/html	etag:%229c5ef790b9524bc8376ae4c26db9634a%22	http://www.harvesting-evidence.org/world-health-databases/databases/fao.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/DATABASES/FAO.HTM	(from http://www.harvesting-evidence.org/)
15:33:10	12506/12506	---M--	200	added ('OK')	text/html	etag:%22c2cdcdba8f260ef46ab5caa15e37737c%22	http://www.harvesting-evidence.org/world-health-databases/datasets.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/DATASETS.HTM	(from http://www.harvesting-evidence.org/)
15:33:12	11288/11288	---M--	200	added ('OK')	text/html	etag:%22923c1bb4a61b1c2d206a56abf9beb329%22	http://www.harvesting-evidence.org/world-health-databases/datasets/who.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/DATASETS/WHO.HTM	(from http://www.harvesting-evidence.org/)
15:33:13	12862/12862	---M--	200	added ('OK')	text/html	etag:%221f1cc7212407c0e698ab8a29a9802db2%22	http://www.harvesting-evidence.org/world-health-databases/datasets/mdg.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/DATASETS/MDG.HTM	(from http://www.harvesting-evidence.org/)
15:33:15	13606/13606	---M--	200	added ('OK')	text/html	etag:%22e3ba88d9d7228d31bb43ce6ff6a33597%22	http://www.harvesting-evidence.org/world-health-databases/maps.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/MAPS.HTM	(from http://www.harvesting-evidence.org/)
15:33:17	11681/11681	---M--	200	added ('OK')	text/html	etag:%22e96871232f5aaa80c807cb9d54e04f7f%22	http://www.harvesting-evidence.org/world-health-databases/maps/who.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/MAPS/WHO.HTM	(from http://www.harvesting-evidence.org/)
15:33:19	12259/12259	---M--	200	added ('OK')	text/html	etag:%229db91f4eaaec85474a3634d2beed9d61%22	http://www.harvesting-evidence.org/world-health-databases/maps/usaid.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/MAPS/USAID.HTM	(from http://www.harvesting-evidence.org/)
15:33:20	11922/11922	---M--	200	added ('OK')	text/html	etag:%227885cbe105671889c361a97353313aff%22	http://www.harvesting-evidence.org/world-health-databases/maps/gapminder.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/MAPS/GAPMINDER.HTM	(from http://www.harvesting-evidence.org/)
15:33:22	11801/11801	---M--	200	added ('OK')	text/html	etag:%224f55b0d3e6f82e8eec1f35fee711b099%22	http://www.harvesting-evidence.org/world-health-databases/maps/worldmapper.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/MAPS/WORLDMAPPER.HTM	(from http://www.harvesting-evidence.org/)
15:33:24	13375/13375	---M--	200	added ('OK')	text/html	etag:%224ad0602ba5b060152cc1157f82d8b8d0%22	http://www.harvesting-evidence.org/health-information/global-health-databases/maps/mdg.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/HEALTH_INFORMATION/GLOBAL_HEALTH_DATABASES/MAPS/MDG.HTM	(from http://www.harvesting-evidence.org/)
15:33:25	11048/11048	---M--	200	added ('OK')	text/html	etag:%22a401c8806961f3247f562d96756fd5be%22	http://www.harvesting-evidence.org/world-health-databases/maps/fao.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/MAPS/FAO.HTM	(from http://www.harvesting-evidence.org/)
15:33:27	13936/13936	---M--	200	added ('OK')	text/html	etag:%22ec9e29740c5a9e9619f7c13de155e57a%22	http://www.harvesting-evidence.org/world-health-databases/reports.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/REPORTS.HTM	(from http://www.harvesting-evidence.org/)
15:33:31	17868/17868	---M--	200	added ('OK')	text/html	etag:%22056224660ca3db2640d71a3e6cfaa71e%22	http://www.harvesting-evidence.org/world-health-databases/reports/who.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/REPORTS/WHO.HTM	(from http://www.harvesting-evidence.org/)
15:33:33	12066/12066	---M--	200	added ('OK')	text/html	etag:%222d5ea69be8e1cd5ceb5e3ae5eaac0c38%22	http://www.harvesting-evidence.org/world-health-databases/reports/united-nations.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/REPORTS/UNITED_NATIONS.HTM	(from http://www.harvesting-evidence.org/)
15:33:35	13488/13488	---M--	200	added ('OK')	text/html	etag:%228d6a5b0232e730125461cae425e003ad%22	http://www.harvesting-evidence.org/health-information/global-health-databases/reports/mdg.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/HEALTH_INFORMATION/GLOBAL_HEALTH_DATABASES/REPORTS/MDG.HTM	(from http://www.harvesting-evidence.org/)
15:33:36	12212/12212	---M--	200	added ('OK')	text/html	etag:%22c94bbcc02aeb52e7857f1b0f53c1ae12%22	http://www.harvesting-evidence.org/world-health-databases/reports/undp.html	/mnt/dano.trans/MarcoClementi/websites/Harvesting_Evidence%20offline/HARVESTING_EVIDENCE_ORG/WORLD_HEALTH_DATABASES/REPORTS/UNDP.HTM	(from http://www.harvesting-evidence.org/)
